data_lancamento,tipo,categoria,subcategoria,descricao,cliente_fornecedor,centro_custo,valor,data_vencimento,data_pagamento,status,conta
2025-09-08,Despesa,Pessoal,Salários,Folha de pagamento,Fornecedor Beta,Comercial,15809.98,2025-10-08,,Cancelado,Conta Corrente
2025-09-09,Despesa,Operacional,Software,Licença de software,Fornecedor Prime,Administrativo,1087.87,2025-11-08,2025-11-08,Pago,Conta Digital
2025-09-09,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Central,TI,1544.42,2025-09-19,2025-09-14,Pago,Conta Corrente
2025-09-09,Despesa,Operacional,Software,Sistemas corporativos,Fornecedor Beta,Operacional,3293.75,2025-09-19,2025-09-16,Pago,Conta Corrente
2025-09-09,Receita,Serviços,Projetos,Projeto de implantação,Cliente Alpha,Consultoria,6640.05,2025-09-19,2025-09-16,Recebido,Conta Digital
2025-09-09,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Digital,Comercial,1558.09,2025-10-09,,Em aberto,Conta Digital
2025-09-09,Despesa,Impostos,Tributos,Tributos sobre faturamento,Fornecedor Central,TI,3197.63,2025-10-09,2025-10-07,Pago,Conta Corrente
2025-09-09,Despesa,Impostos,Tributos,Impostos e contribuições,Fornecedor Central,Comercial,8379.91,2025-10-09,2025-10-07,Pago,Conta Digital
2025-09-10,Receita,Serviços,Projetos,Projeto de implantação,Cliente Ômega,Comercial,13895.3,2025-10-10,,Em aberto,Conta Investimento
2025-09-10,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Delta,Projetos,5223.41,2025-09-25,,Atrasado,Conta Digital
2025-09-10,Despesa,Operacional,Software,Ferramenta de produtividade,Fornecedor Central,Operacional,1433.24,2025-09-25,,Em aberto,Conta Digital
2025-09-10,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Prime,TI,2275.79,2025-10-10,2025-10-10,Pago,Conta Corrente
2025-09-10,Despesa,Administrativa,Serviços Terceirizados,Serviços contábeis,Fornecedor Prime,Financeiro,539.99,2025-09-30,2025-09-30,Pago,Conta Digital
2025-09-11,Receita,Serviços,Projetos,Projeto de implantação,Cliente Gama,Consultoria,7942.05,2025-10-11,,Em aberto,Conta Investimento
2025-09-11,Receita,Serviços,Consultoria,Consultoria estratégica,Cliente Ômega,Projetos,12553.71,2025-09-21,2025-09-19,Recebido,Conta Digital
2025-09-11,Despesa,Impostos,Tributos,Tributos sobre faturamento,Fornecedor Prime,Operacional,9311.71,2025-10-11,2025-10-10,Pago,Conta Digital
2025-09-12,Despesa,Operacional,Internet,Internet empresarial,Fornecedor Beta,Administrativo,4269.39,2025-10-02,2025-10-01,Pago,Conta Corrente
2025-09-12,Despesa,Operacional,Software,Licença de software,Fornecedor Digital,TI,2500.4,2025-09-27,2025-09-26,Pago,Conta Digital
2025-09-12,Despesa,Impostos,Tributos,Impostos e contribuições,Fornecedor Prime,Financeiro,7391.68,2025-09-27,2025-09-27,Pago,Conta Corrente
2025-09-13,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Beta,Consultoria,6811.59,2025-10-03,2025-10-02,Recebido,Conta Corrente
2025-09-13,Receita,Serviços,Assessoria,Assessoria financeira,Cliente Ômega,Consultoria,3227.69,2025-09-18,,Em aberto,Conta Digital
2025-09-14,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Atlas,RH,2655.69,2025-10-14,2025-10-09,Pago,Conta Corrente
2025-09-14,Despesa,Comercial,Marketing,Publicidade digital,Fornecedor Digital,Financeiro,923.01,2025-09-19,,Atrasado,Conta Corrente
2025-09-15,Despesa,Comercial,Marketing,Material institucional,Fornecedor Central,Comercial,328.44,2025-11-14,,Em aberto,Conta Corrente
2025-09-15,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Beta,Administrativo,4762.5,2025-10-05,2025-10-03,Pago,Conta Investimento
2025-09-16,Receita,Serviços,Projetos,Projeto de melhoria de processos,Cliente Alpha,Projetos,4907.91,2025-10-01,,Cancelado,Conta Digital
2025-09-16,Despesa,Impostos,Tributos,Tributos sobre faturamento,Fornecedor Central,Administrativo,5201.75,2025-10-16,,Em aberto,Conta Digital
2025-09-16,Despesa,Operacional,Energia,Conta de energia,Fornecedor Atlas,Administrativo,734.27,2025-10-06,2025-10-05,Pago,Conta Investimento
2025-09-16,Receita,Serviços,Assessoria,Assessoria administrativa,Cliente Alpha,Comercial,3735.4,2025-10-16,2025-10-15,Recebido,Conta Investimento
2025-09-16,Receita,Serviços,Assessoria,Assessoria financeira,Cliente Gama,Projetos,34857.79,2025-09-26,,Atrasado,Conta Investimento
2025-09-17,Despesa,Administrativa,Serviços Terceirizados,Serviços contábeis,Fornecedor Beta,TI,924.64,2025-10-17,,Em aberto,Conta Digital
2025-09-17,Receita,Serviços,Consultoria,Consultoria estratégica,Cliente Ômega,Projetos,2620.14,2025-10-17,2025-10-14,Recebido,Conta Digital
2025-09-18,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Prime,Financeiro,9228.9,2025-09-28,2025-09-25,Pago,Conta Corrente
2025-09-19,Receita,Serviços,Assessoria,Assessoria mensal,Cliente Alpha,Consultoria,27487.34,2025-09-29,2025-09-24,Recebido,Conta Digital
2025-09-20,Despesa,Pessoal,Benefícios,Plano de benefícios,Fornecedor Prime,Operacional,745.19,2025-10-20,,Em aberto,Conta Digital
2025-09-21,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Central,RH,7976.66,2025-10-06,2025-10-01,Pago,Conta Corrente
2025-09-21,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Digital,Administrativo,348.77,2025-11-20,2025-11-17,Pago,Conta Investimento
2025-09-21,Despesa,Operacional,Energia,Conta de energia,Fornecedor Beta,Operacional,2644.44,2025-10-11,2025-10-06,Pago,Conta Investimento
2025-09-21,Receita,Serviços,Consultoria,Consultoria empresarial,Cliente Delta,Consultoria,8964.65,2025-11-20,,Em aberto,Conta Corrente
2025-09-21,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Atlas,RH,2929.83,2025-10-01,,Em aberto,Conta Corrente
2025-09-22,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Prime,Comercial,5103.94,2025-10-22,2025-10-20,Pago,Conta Investimento
2025-09-22,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Central,RH,1500.38,2025-10-12,2025-10-07,Pago,Conta Digital
2025-09-24,Despesa,Pessoal,Benefícios,Vale transporte,Fornecedor Central,TI,555.03,2025-10-24,2025-10-23,Pago,Conta Digital
2025-09-24,Receita,Serviços,Assessoria,Assessoria financeira,Cliente Beta,Consultoria,4377.06,2025-11-23,2025-11-21,Recebido,Conta Digital
2025-09-25,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Prime,Comercial,6970.48,2025-09-30,2025-09-25,Pago,Conta Corrente
2025-09-25,Receita,Serviços,Projetos,Projeto de análise,Cliente Alpha,Projetos,23566.56,2025-10-10,2025-10-05,Recebido,Conta Corrente
2025-09-25,Despesa,Pessoal,Salários,Folha de pagamento,Fornecedor Prime,Financeiro,10555.5,2025-10-10,2025-10-09,Pago,Conta Investimento
2025-09-25,Receita,Serviços,Assessoria,Assessoria administrativa,Cliente Alpha,Projetos,3323.54,2025-09-30,2025-09-28,Recebido,Conta Digital
2025-09-25,Receita,Serviços,Projetos,Projeto de análise,Cliente Delta,Consultoria,19042.12,2025-10-05,,Atrasado,Conta Corrente
2025-09-26,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Atlas,Operacional,152.91,2025-10-26,,Atrasado,Conta Investimento
2025-09-27,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Digital,Administrativo,582.15,2025-10-17,2025-10-17,Pago,Conta Corrente
2025-09-28,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Beta,Operacional,2065.91,2025-10-03,,Em aberto,Conta Digital
2025-09-28,Receita,Serviços,Consultoria,Consultoria estratégica,Cliente Alpha,Consultoria,2364.27,2025-10-18,2025-10-13,Recebido,Conta Digital
2025-09-28,Despesa,Comercial,Marketing,Publicidade digital,Fornecedor Atlas,Financeiro,2029.9,2025-10-18,2025-10-13,Pago,Conta Investimento
2025-09-28,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Central,Operacional,442.33,2025-10-13,2025-10-13,Pago,Conta Investimento
2025-09-29,Receita,Serviços,Projetos,Projeto de implantação,Cliente Beta,Projetos,4395.25,2025-10-19,2025-10-18,Recebido,Conta Corrente
2025-09-29,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Atlas,TI,9347.81,2025-10-29,2025-10-28,Pago,Conta Investimento
2025-09-30,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Prime,TI,8653.2,2025-10-20,2025-10-18,Pago,Conta Corrente
2025-09-30,Receita,Serviços,Assessoria,Assessoria administrativa,Cliente Delta,Comercial,6111.46,2025-10-05,,Em aberto,Conta Investimento
2025-10-01,Despesa,Operacional,Energia,Conta de energia,Fornecedor Beta,Comercial,431.04,2025-10-11,2025-10-06,Pago,Conta Investimento
2025-10-02,Despesa,Operacional,Energia,Conta de energia,Fornecedor Central,Comercial,930.94,2025-10-22,,Cancelado,Conta Corrente
2025-10-02,Despesa,Operacional,Internet,Internet empresarial,Fornecedor Central,TI,2930.15,2025-11-01,2025-10-29,Pago,Conta Corrente
2025-10-04,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Digital,Administrativo,8966.52,2025-10-19,2025-10-14,Pago,Conta Corrente
2025-10-04,Despesa,Pessoal,Benefícios,Vale transporte,Fornecedor Atlas,Comercial,383.0,2025-11-03,,Em aberto,Conta Corrente
2025-10-04,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Alpha,Projetos,27517.29,2025-11-18,,Em aberto,Conta Investimento
2025-10-04,Despesa,Operacional,Energia,Conta de energia,Fornecedor Prime,RH,861.42,2025-11-03,,Atrasado,Conta Investimento
2025-10-05,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Atlas,RH,7802.61,2025-11-04,,Em aberto,Conta Investimento
2025-10-06,Despesa,Pessoal,Benefícios,Vale alimentação,Fornecedor Atlas,TI,2679.93,2025-10-16,2025-10-13,Pago,Conta Corrente
2025-10-06,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Ômega,Projetos,9730.72,2025-10-26,2025-10-23,Recebido,Conta Investimento
2025-10-07,Despesa,Comercial,Marketing,Material institucional,Fornecedor Digital,RH,1756.55,2025-11-06,2025-11-04,Pago,Conta Corrente
2025-10-07,Despesa,Comercial,Marketing,Publicidade digital,Fornecedor Atlas,RH,995.86,2025-11-06,2025-11-06,Pago,Conta Investimento
2025-10-07,Despesa,Operacional,Software,Licença de software,Fornecedor Beta,TI,2364.41,2025-10-12,2025-10-09,Pago,Conta Investimento
2025-10-07,Receita,Serviços,Projetos,Projeto de implantação,Cliente Delta,Projetos,28441.93,2025-12-06,2025-12-03,Recebido,Conta Corrente
2025-10-07,Receita,Serviços,Projetos,Projeto de análise,Cliente Alpha,Projetos,7228.39,2025-11-06,2025-11-06,Recebido,Conta Investimento
2025-10-08,Receita,Serviços,Consultoria,Consultoria financeira,Cliente Alpha,Comercial,7123.15,2025-11-07,2025-11-06,Recebido,Conta Corrente
2025-10-09,Despesa,Administrativa,Serviços Terceirizados,Serviços contábeis,Fornecedor Atlas,RH,2515.49,2025-11-08,2025-11-03,Pago,Conta Investimento
2025-10-10,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Beta,Financeiro,526.15,2025-11-24,,Em aberto,Conta Investimento
2025-10-10,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Prime,Comercial,2167.17,2025-10-25,2025-10-23,Pago,Conta Corrente
2025-10-10,Despesa,Pessoal,Benefícios,Vale transporte,Fornecedor Digital,TI,1256.2,2025-11-09,2025-11-07,Pago,Conta Investimento
2025-10-10,Despesa,Pessoal,Benefícios,Vale transporte,Fornecedor Beta,Financeiro,445.95,2025-11-09,2025-11-08,Pago,Conta Digital
2025-10-10,Despesa,Comercial,Marketing,Publicidade digital,Fornecedor Prime,Comercial,647.88,2025-11-09,2025-11-04,Pago,Conta Corrente
2025-10-11,Despesa,Administrativa,Serviços Terceirizados,Suporte técnico,Fornecedor Beta,Operacional,751.25,2025-10-31,2025-10-30,Pago,Conta Investimento
2025-10-11,Despesa,Administrativa,Serviços Terceirizados,Serviços jurídicos,Fornecedor Prime,Comercial,3412.81,2025-11-25,2025-11-22,Pago,Conta Investimento
2025-10-11,Despesa,Comercial,Marketing,Publicidade digital,Fornecedor Digital,Comercial,1413.81,2025-11-10,2025-11-08,Pago,Conta Investimento
2025-10-11,Despesa,Pessoal,Salários,Folha de pagamento,Fornecedor Prime,RH,24324.97,2025-10-21,2025-10-20,Pago,Conta Investimento
2025-10-12,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Atlas,Administrativo,9274.36,2025-10-27,,Em aberto,Conta Digital
2025-10-12,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Beta,Operacional,679.83,2025-10-17,2025-10-15,Pago,Conta Corrente
2025-10-13,Despesa,Comercial,Marketing,Material institucional,Fornecedor Digital,Operacional,869.72,2025-11-12,2025-11-10,Pago,Conta Investimento
2025-10-13,Despesa,Operacional,Energia,Conta de energia,Fornecedor Central,Operacional,770.17,2025-11-12,2025-11-09,Pago,Conta Digital
2025-10-13,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Digital,Operacional,1383.33,2025-10-18,2025-10-16,Pago,Conta Digital
2025-10-13,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Digital,TI,1181.17,2025-11-12,2025-11-12,Pago,Conta Digital
2025-10-13,Receita,Serviços,Projetos,Projeto de implantação,Cliente Beta,Projetos,5244.67,2025-11-02,2025-10-28,Recebido,Conta Digital
2025-10-15,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Central,Administrativo,294.82,2025-10-25,2025-10-24,Pago,Conta Corrente
2025-10-15,Receita,Serviços,Projetos,Projeto de análise,Cliente Gama,Projetos,14203.34,2025-11-29,2025-11-24,Recebido,Conta Digital
2025-10-15,Receita,Serviços,Consultoria,Consultoria estratégica,Cliente Ômega,Consultoria,6290.99,2025-11-14,2025-11-12,Recebido,Conta Digital
2025-10-16,Despesa,Pessoal,Benefícios,Vale alimentação,Fornecedor Prime,TI,1026.08,2025-10-26,2025-10-23,Pago,Conta Digital
2025-10-16,Receita,Serviços,Consultoria,Consultoria empresarial,Cliente Ômega,Consultoria,10506.77,2025-11-15,,Cancelado,Conta Investimento
2025-10-16,Despesa,Pessoal,Benefícios,Vale alimentação,Fornecedor Digital,Comercial,628.73,2025-12-15,2025-12-15,Pago,Conta Digital
2025-10-16,Despesa,Operacional,Internet,Internet empresarial,Fornecedor Atlas,TI,383.38,2025-11-15,,Em aberto,Conta Investimento
2025-10-17,Despesa,Operacional,Software,Sistemas corporativos,Fornecedor Central,TI,1964.54,2025-11-06,2025-11-05,Pago,Conta Digital
2025-10-17,Receita,Serviços,Projetos,Projeto de melhoria de processos,Cliente Alpha,Projetos,3386.22,2025-11-16,2025-11-15,Recebido,Conta Investimento
2025-10-19,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Central,Financeiro,1326.15,2025-10-29,,Atrasado,Conta Digital
2025-10-20,Receita,Serviços,Assessoria,Assessoria mensal,Cliente Alpha,Consultoria,2956.32,2025-12-04,2025-12-02,Recebido,Conta Investimento
2025-10-21,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Gama,Projetos,2124.92,2025-11-10,2025-11-09,Recebido,Conta Digital
2025-10-21,Despesa,Operacional,Software,Ferramenta de produtividade,Fornecedor Beta,RH,393.63,2025-11-10,,Em aberto,Conta Investimento
2025-10-21,Receita,Serviços,Consultoria,Consultoria empresarial,Cliente Gama,Consultoria,6598.75,2025-11-20,,Em aberto,Conta Digital
2025-10-22,Despesa,Administrativa,Serviços Terceirizados,Suporte técnico,Fornecedor Digital,RH,1975.15,2025-12-06,2025-12-03,Pago,Conta Corrente
2025-10-23,Despesa,Operacional,Energia,Conta de energia,Fornecedor Digital,Administrativo,327.41,2025-12-07,2025-12-05,Pago,Conta Corrente
2025-10-25,Despesa,Administrativa,Serviços Terceirizados,Serviços jurídicos,Fornecedor Central,TI,1513.64,2025-11-14,2025-11-12,Pago,Conta Corrente
2025-10-26,Despesa,Operacional,Internet,Internet empresarial,Fornecedor Digital,TI,345.74,2025-11-25,2025-11-25,Pago,Conta Digital
2025-10-28,Despesa,Comercial,Marketing,Publicidade digital,Fornecedor Beta,Financeiro,526.85,2025-11-27,2025-11-25,Pago,Conta Corrente
2025-10-28,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Beta,Consultoria,6943.95,2025-11-17,2025-11-16,Recebido,Conta Investimento
2025-10-29,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Delta,Projetos,6618.54,2025-11-13,2025-11-12,Recebido,Conta Investimento
2025-10-29,Despesa,Pessoal,Salários,Folha de pagamento,Fornecedor Digital,Operacional,10756.6,2025-11-28,2025-11-25,Pago,Conta Digital
2025-10-30,Despesa,Impostos,Tributos,Impostos e contribuições,Fornecedor Digital,TI,2873.98,2025-11-19,2025-11-18,Pago,Conta Corrente
2025-10-30,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Digital,Operacional,9437.98,2025-11-14,2025-11-12,Pago,Conta Digital
2025-10-30,Despesa,Impostos,Tributos,Tributos sobre faturamento,Fornecedor Beta,RH,8864.55,2025-11-19,2025-11-14,Pago,Conta Corrente
2025-10-31,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Beta,Financeiro,900.87,2025-11-30,,Em aberto,Conta Corrente
2025-10-31,Despesa,Operacional,Internet,Internet empresarial,Fornecedor Beta,Administrativo,1933.61,2025-12-30,,Em aberto,Conta Digital
2025-10-31,Receita,Serviços,Consultoria,Consultoria financeira,Cliente Beta,Consultoria,8613.5,2025-11-15,,Em aberto,Conta Digital
2025-10-31,Receita,Serviços,Projetos,Projeto de melhoria de processos,Cliente Alpha,Projetos,9411.4,2025-11-10,2025-11-05,Recebido,Conta Corrente
2025-10-31,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Digital,Financeiro,3871.28,2025-11-30,2025-11-25,Pago,Conta Digital
2025-11-01,Receita,Serviços,Consultoria,Consultoria financeira,Cliente Delta,Projetos,5109.78,2025-12-01,2025-11-26,Recebido,Conta Digital
2025-11-01,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Atlas,Operacional,6073.46,2025-11-16,2025-11-13,Pago,Conta Digital
2025-11-02,Receita,Serviços,Assessoria,Assessoria mensal,Cliente Alpha,Comercial,3367.36,2025-12-02,,Atrasado,Conta Investimento
2025-11-02,Despesa,Financeira,Tarifas Bancárias,Tarifa bancária,Fornecedor Atlas,TI,701.92,2025-11-22,2025-11-19,Pago,Conta Digital
2025-11-02,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Delta,Consultoria,6007.29,2025-12-02,2025-11-27,Recebido,Conta Digital
2025-11-03,Despesa,Comercial,Marketing,Publicidade digital,Fornecedor Central,TI,743.43,2025-12-03,2025-12-03,Pago,Conta Investimento
2025-11-03,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Central,TI,6749.32,2025-11-18,2025-11-18,Pago,Conta Digital
2025-11-04,Despesa,Pessoal,Salários,Folha de pagamento,Fornecedor Central,Operacional,19868.43,2025-11-24,2025-11-21,Pago,Conta Investimento
2025-11-04,Receita,Serviços,Projetos,Projeto de implantação,Cliente Ômega,Comercial,3786.63,2025-11-14,,Em aberto,Conta Investimento
2025-11-04,Receita,Serviços,Assessoria,Assessoria mensal,Cliente Ômega,Projetos,19175.02,2025-11-09,2025-11-04,Recebido,Conta Investimento
2025-11-05,Despesa,Pessoal,Salários,Folha de pagamento,Fornecedor Atlas,Administrativo,15999.55,2025-11-10,2025-11-09,Pago,Conta Digital
2025-11-06,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Prime,TI,2457.03,2025-11-11,,Em aberto,Conta Corrente
2025-11-06,Receita,Serviços,Assessoria,Assessoria financeira,Cliente Beta,Projetos,3295.89,2025-12-06,,Atrasado,Conta Digital
2025-11-07,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Alpha,Consultoria,6309.1,2025-12-07,,Em aberto,Conta Digital
2025-11-07,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Atlas,Operacional,368.19,2025-12-07,2025-12-05,Pago,Conta Digital
2025-11-08,Despesa,Pessoal,Benefícios,Vale transporte,Fornecedor Beta,Comercial,2521.8,2025-12-23,,Em aberto,Conta Corrente
2025-11-08,Despesa,Pessoal,Salários,Folha de pagamento,Fornecedor Digital,Administrativo,15673.36,2025-11-28,2025-11-28,Pago,Conta Investimento
2025-11-09,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Prime,RH,845.57,2025-12-24,,Atrasado,Conta Corrente
2025-11-09,Despesa,Comercial,Marketing,Material institucional,Fornecedor Beta,TI,5437.36,2025-11-14,2025-11-14,Pago,Conta Digital
2025-11-10,Despesa,Impostos,Tributos,Tributos sobre faturamento,Fornecedor Beta,Comercial,3884.39,2025-11-20,2025-11-19,Pago,Conta Digital
2025-11-10,Receita,Serviços,Assessoria,Assessoria mensal,Cliente Delta,Projetos,7297.43,2025-12-10,,Em aberto,Conta Investimento
2025-11-10,Despesa,Impostos,Tributos,Impostos e contribuições,Fornecedor Digital,Operacional,9404.02,2025-11-15,2025-11-13,Pago,Conta Digital
2025-11-11,Despesa,Operacional,Software,Licença de software,Fornecedor Digital,Operacional,741.34,2025-11-26,,Em aberto,Conta Corrente
2025-11-11,Despesa,Comercial,Marketing,Material institucional,Fornecedor Central,TI,4871.83,2025-12-11,,Em aberto,Conta Digital
2025-11-12,Receita,Serviços,Assessoria,Assessoria financeira,Cliente Delta,Projetos,6177.71,2025-11-17,2025-11-16,Recebido,Conta Corrente
2025-11-12,Despesa,Administrativa,Serviços Terceirizados,Serviços contábeis,Fornecedor Atlas,Financeiro,2555.24,2025-11-22,2025-11-20,Pago,Conta Investimento
2025-11-12,Despesa,Operacional,Software,Sistemas corporativos,Fornecedor Central,RH,655.38,2025-12-12,2025-12-09,Pago,Conta Digital
2025-11-13,Despesa,Operacional,Energia,Conta de energia,Fornecedor Beta,Financeiro,398.49,2025-11-23,2025-11-20,Pago,Conta Digital
2025-11-13,Despesa,Administrativa,Serviços Terceirizados,Suporte técnico,Fornecedor Atlas,Comercial,2808.95,2025-11-23,2025-11-20,Pago,Conta Corrente
2025-11-13,Despesa,Operacional,Internet,Internet empresarial,Fornecedor Prime,Financeiro,1951.74,2025-12-03,,Cancelado,Conta Digital
2025-11-14,Despesa,Impostos,Tributos,Impostos e contribuições,Fornecedor Prime,RH,6053.57,2025-12-14,,Cancelado,Conta Investimento
2025-11-14,Despesa,Operacional,Energia,Conta de energia,Fornecedor Atlas,Operacional,671.47,2025-11-19,,Cancelado,Conta Digital
2025-11-14,Despesa,Operacional,Energia,Conta de energia,Fornecedor Atlas,TI,790.49,2025-12-14,,Cancelado,Conta Corrente
2025-11-15,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Digital,TI,6337.81,2025-12-05,2025-12-04,Pago,Conta Investimento
2025-11-16,Receita,Serviços,Consultoria,Consultoria financeira,Cliente Delta,Projetos,4160.75,2025-12-01,2025-11-30,Recebido,Conta Investimento
2025-11-17,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Atlas,Comercial,8995.76,2025-12-02,2025-12-01,Pago,Conta Investimento
2025-11-17,Despesa,Pessoal,Salários,Folha de pagamento,Fornecedor Beta,Operacional,11313.82,2025-11-27,,Em aberto,Conta Corrente
2025-11-18,Receita,Serviços,Consultoria,Consultoria estratégica,Cliente Alpha,Projetos,5197.71,2025-11-23,2025-11-23,Recebido,Conta Digital
2025-11-19,Despesa,Operacional,Energia,Conta de energia,Fornecedor Beta,Financeiro,1387.24,2026-01-03,2026-01-01,Pago,Conta Investimento
2025-11-19,Despesa,Pessoal,Benefícios,Vale alimentação,Fornecedor Digital,Administrativo,330.46,2025-12-19,2025-12-16,Pago,Conta Investimento
2025-11-19,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Prime,Comercial,775.76,2025-12-19,,Cancelado,Conta Corrente
2025-11-20,Receita,Serviços,Consultoria,Consultoria empresarial,Cliente Alpha,Projetos,4479.16,2025-12-05,2025-12-05,Recebido,Conta Corrente
2025-11-21,Despesa,Comercial,Marketing,Publicidade digital,Fornecedor Central,RH,1269.56,2026-01-05,,Em aberto,Conta Investimento
2025-11-21,Receita,Serviços,Consultoria,Consultoria financeira,Cliente Delta,Consultoria,3878.94,2025-12-01,2025-11-30,Recebido,Conta Corrente
2025-11-21,Despesa,Operacional,Software,Ferramenta de produtividade,Fornecedor Prime,Administrativo,716.02,2025-12-11,,Em aberto,Conta Investimento
2025-11-22,Despesa,Financeira,Juros,Juros e encargos,Fornecedor Prime,Comercial,3876.27,2025-12-22,2025-12-19,Pago,Conta Digital
2025-11-22,Despesa,Operacional,Energia,Conta de energia,Fornecedor Digital,Administrativo,259.57,2025-12-07,2025-12-07,Pago,Conta Digital
2025-11-23,Despesa,Comercial,Marketing,Publicidade digital,Fornecedor Atlas,Operacional,1338.54,2025-12-03,2025-12-03,Pago,Conta Corrente
2025-11-23,Despesa,Operacional,Internet,Internet empresarial,Fornecedor Atlas,Administrativo,370.47,2025-12-03,,Em aberto,Conta Investimento
2025-11-23,Receita,Serviços,Assessoria,Assessoria mensal,Cliente Gama,Projetos,12894.9,2026-01-07,2026-01-06,Recebido,Conta Investimento
2025-11-24,Despesa,Operacional,Aluguel,Aluguel do escritório,Fornecedor Digital,RH,6440.76,2025-12-04,2025-12-03,Pago,Conta Digital
2025-11-25,Receita,Serviços,Projetos,Projeto de análise,Cliente Alpha,Projetos,7028.33,2025-12-25,2025-12-23,Recebido,Conta Corrente
2025-11-26,Despesa,Pessoal,Benefícios,Vale alimentação,Fornecedor Atlas,RH,2092.52,2025-12-01,2025-12-01,Pago,Conta Investimento
2025-11-26,Despesa,Impostos,Tributos,Tributos sobre faturamento,Fornecedor Atlas,Financeiro,5752.71,2025-12-26,,Cancelado,Conta Corrente
2025-11-27,Despesa,Operacional,Software,Ferramenta de produtividade,Fornecedor Central,Financeiro,488.64,2025-12-27,2025-12-26,Pago,Conta Corrente
2025-11-27,Receita,Serviços,Projetos,Projeto de melhoria de processos,Cliente Alpha,Projetos,6159.17,2026-01-11,,Em aberto,Conta Corrente
2025-11-27,Receita,Outras Receitas,Recuperação de Créditos,Recuperação de valores,Cliente Beta,Comercial,4068.56,2025-12-07,,Cancelado,Conta Investimento
2025-12-01,Despesa,Pessoal,Benefícios,Vale transporte,Fornecedor Central,Administrativo,354.11,2025-12-31,2025-12-31,Pago,Conta Corrente
2025-12-02,Despesa,Administrativa,Material de Escritório,Material de escritório,Fornecedor Beta,Comercial,389.73,2026-01-31,,Atrasado,Conta Digital
2025-12-03,Despesa,Administrativa,Serviços Terceirizados,Suporte técnico,Fornecedor Prime,Administrativo,3258.64,2026-01-02,,Atrasado,Conta Corrente
2025-12-04,Despesa,Comercial,Marketing,Publicidade digital,Fornecedor Central,Operacional,1232.77,2025-12-09,2025-12-04,Pago,Conta Corrente
2025-12-04,Despesa,Comercial,Marketing,Material institucional,Fornecedor Digital,RH,2912.07,2026-02-02,2026-01-31,Pago,Conta Corrente
